Age,Gender,Exercise Level,Diet Type,Sleep Hours,Work Hours per Week,Screen Time per Day (Hours),Social Interaction Score,Happiness Score,Stress Level
52,Male,Low,Balanced,6.2,30,4.8,2.0,8.7,Low
36,Other,Low,Vegetarian,4.6,29,2.5,9.9,4.7,Low
25,Female,High,Keto,5.8,52,6.3,1.2,9.8,Low
43,Female,Moderate,Vegetarian,8.3,33,3.8,5.9,2.9,Low
57,Other,Low,Keto,8.0,56,2.3,3.8,4.8,Moderate
24,Other,Moderate,Balanced,6.6,27,7.4,5.5,4.4,Moderate
47,Other,High,Vegan,6.4,52,4.9,6.0,9.4,High
24,Male,High,Balanced,6.3,26,3.7,3.2,3.6,High
20,Other,Low,Keto,6.9,53,6.3,6.0,5.2,Low
18,Male,High,Junk Food,6.7,26,7.3,7.8,2.7,Moderate
53,Female,Moderate,Balanced,7.0,26,2.0,3.4,5.7,High
42,Female,Low,Junk Food,7.3,55,6.1,4.5,8.7,High
54,Other,Low,Junk Food,4.7,26,6.6,3.4,3.7,High
18,Male,Moderate,Keto,6.0,39,3.3,8.4,8.3,High
32,Other,Low,Keto,6.8,37,4.9,7.5,9.2,Low
54,Other,Low,Vegan,5.1,33,2.5,8.8,1.7,Moderate
30,Male,Moderate,Vegetarian,5.5,59,6.5,2.5,7.8,Low
57,Other,Low,Balanced,6.2,33,7.1,1.7,3.3,High
25,Female,Low,Keto,6.2,40,2.6,2.1,2.6,High
22,Other,Moderate,Balanced,6.8,46,6.9,2.4,6.4,Moderate
26,Male,High,Junk Food,5.2,45,6.6,5.8,7.4,Moderate
18,Male,Moderate,Vegetarian,8.0,46,4.1,9.7,4.6,Low
53,Female,Low,Vegan,6.2,43,6.1,4.2,1.4,Moderate
52,Male,Moderate,Balanced,6.7,24,2.0,9.6,9.2,Low
19,Male,Low,Vegetarian,5.9,57,7.6,1.3,7.6,Low
57,Female,Low,Vegan,6.9,47,5.3,9.3,3.4,High
40,Other,Moderate,Balanced,9.0,51,5.7,2.6,5.5,Low
26,Female,Low,Vegetarian,5.9,43,6.0,9.2,1.3,High
51,Other,High,Keto,5.7,25,5.4,1.5,4.1,Low
63,Female,Low,Balanced,5.3,29,7.1,9.5,5.7,Low
31,Other,Moderate,Vegetarian,6.4,22,5.7,2.8,5.7,Moderate
21,Female,High,Vegan,6.4,26,7.4,3.7,2.9,Moderate
47,Other,High,Vegetarian,6.6,48,5.5,5.4,8.0,High
48,Female,Low,Keto,7.2,53,3.0,4.4,3.7,Moderate
55,Other,Moderate,Balanced,7.0,26,7.5,7.0,6.2,Low
28,Female,Low,Balanced,6.5,36,6.1,9.8,3.4,High
52,Male,Low,Balanced,9.4,32,6.2,6.5,4.8,High
25,Other,Moderate,Keto,7.5,40,7.9,7.5,2.9,High
20,Female,Moderate,Vegan,4.9,50,2.5,1.8,6.7,Low
31,Other,Low,Balanced,4.2,28,4.6,6.7,4.8,Moderate
30,Other,High,Vegan,5.5,32,3.4,5.1,1.1,High
62,Female,Low,Vegetarian,6.7,36,5.8,9.0,1.3,Low
49,Other,High,Vegan,5.3,27,6.8,4.5,5.2,Moderate
51,Female,Low,Vegan,5.6,28,7.8,7.1,2.6,Moderate
62,Male,Moderate,Balanced,6.5,28,4.7,3.1,6.3,High
36,Other,High,Junk Food,6.0,59,6.7,3.3,4.7,Low
55,Male,Moderate,Junk Food,3.4,49,7.5,4.4,6.9,Moderate
33,Other,Moderate,Keto,8.1,26,6.1,3.7,9.6,Low
19,Other,Moderate,Keto,7.8,36,3.5,3.3,5.8,Moderate
57,Other,Moderate,Junk Food,4.6,58,5.6,1.4,8.1,High
34,Female,Moderate,Vegetarian,6.6,57,7.8,8.5,7.8,High
51,Male,Low,Balanced,4.8,24,7.9,1.6,9.3,Moderate
59,Other,High,Balanced,5.6,36,5.9,9.0,2.9,Low
33,Female,Low,Vegetarian,7.2,59,7.3,2.1,8.4,Moderate
55,Other,Low,Vegetarian,7.7,20,3.2,1.6,9.1,Low
19,Female,Low,Junk Food,7.7,35,3.5,6.1,4.5,Moderate
19,Other,Moderate,Keto,6.9,36,7.7,5.5,3.8,High
43,Male,Low,Vegetarian,8.4,49,2.8,5.4,9.6,Low
30,Male,High,Keto,5.6,50,3.1,6.2,6.6,High
64,Other,Low,Vegan,5.9,54,4.5,3.6,4.4,Low
48,Female,Moderate,Balanced,2.6,27,5.5,7.0,8.1,Moderate
51,Other,High,Junk Food,6.4,49,5.6,5.5,3.7,High
56,Female,High,Balanced,7.4,58,3.8,4.0,2.6,High
20,Other,High,Junk Food,6.9,40,7.5,8.4,5.9,Low
25,Female,High,Vegan,5.6,34,7.5,7.5,6.1,Low
40,Male,Low,Balanced,7.8,53,4.4,4.5,8.4,Low
31,Other,Moderate,Vegan,6.4,46,4.6,8.6,5.1,High
44,Male,High,Junk Food,7.6,21,6.2,9.3,8.3,Moderate
46,Male,High,Vegetarian,7.2,29,6.0,5.8,3.8,Low
56,Other,Moderate,Balanced,8.6,24,4.3,2.9,6.2,Moderate
56,Other,Low,Vegan,7.0,46,4.5,9.2,2.9,Low
18,Female,High,Balanced,7.4,23,4.1,2.7,4.5,Moderate
34,Female,Low,Balanced,6.4,32,3.4,1.4,8.7,Low
58,Male,Low,Balanced,5.7,36,4.7,3.9,2.9,Moderate
47,Female,Low,Keto,7.2,40,6.1,7.5,8.3,High
30,Female,Low,Vegan,8.8,42,6.5,9.3,3.5,Low
38,Other,High,Vegan,5.6,52,6.7,6.7,1.3,Low
36,Female,High,Balanced,6.1,34,4.2,9.6,2.0,High
36,Male,Low,Vegetarian,6.5,33,6.6,1.8,7.7,Low
42,Female,Low,Balanced,7.5,28,2.0,1.5,3.4,Low
39,Male,Moderate,Keto,7.0,56,4.9,6.4,6.9,High
48,Other,Moderate,Junk Food,7.9,49,6.8,9.7,7.3,High
34,Male,Moderate,Keto,9.5,48,5.8,5.5,4.1,Moderate
40,Female,High,Vegetarian,5.5,42,4.8,1.5,5.3,High
49,Other,Moderate,Balanced,7.4,53,5.9,3.0,4.6,High
27,Female,High,Vegan,7.0,26,7.4,3.2,9.5,Low
27,Other,High,Balanced,6.5,28,5.4,4.0,3.9,High
53,Other,High,Vegetarian,7.4,23,6.8,1.4,2.6,Low
25,Female,High,Vegan,6.1,21,7.9,9.1,4.3,High
37,Female,Moderate,Keto,7.0,46,6.2,5.6,7.0,High
49,Other,Low,Junk Food,4.5,52,5.4,7.0,7.3,Moderate
31,Other,Low,Junk Food,5.7,51,2.2,1.6,9.3,High
45,Female,Low,Balanced,8.1,56,4.2,1.5,8.9,High
63,Male,Moderate,Keto,8.0,46,5.4,6.3,3.6,Low
41,Female,Low,Vegetarian,6.9,47,6.8,9.0,5.1,Low
32,Other,Moderate,Junk Food,5.8,22,4.6,5.8,7.7,Moderate
39,Female,Moderate,Keto,7.7,55,7.8,8.9,9.2,High
47,Male,Moderate,Balanced,8.4,27,3.6,8.3,4.0,Low
21,Female,Low,Vegan,5.9,56,6.5,1.7,5.0,High
30,Other,Low,Balanced,4.3,57,4.5,2.8,9.1,Moderate
40,Female,Low,Balanced,7.2,41,4.9,6.9,4.2,Low
25,Other,High,Keto,7.9,33,6.8,5.0,5.3,Low
35,Other,Moderate,Junk Food,7.4,34,3.8,3.6,9.1,Moderate
29,Female,High,Keto,8.8,23,2.6,4.8,8.2,High
48,Other,Moderate,Vegan,8.9,37,5.1,5.0,3.2,Low
31,Other,Low,Keto,6.0,20,5.2,9.2,3.9,Low
51,Male,Moderate,Vegetarian,6.8,31,6.8,1.9,4.2,Moderate
35,Male,Moderate,Balanced,5.8,36,7.8,3.5,9.2,Moderate
51,Male,High,Junk Food,5.0,38,2.3,5.8,10.0,Moderate
28,Male,Moderate,Vegan,5.1,55,5.6,7.3,8.0,High
58,Other,Low,Balanced,7.6,26,6.1,6.7,5.4,High
29,Female,Moderate,Keto,7.0,28,7.9,9.5,1.1,High
32,Other,Moderate,Vegetarian,7.8,27,7.7,8.2,7.3,Moderate
48,Other,Moderate,Keto,10.3,44,6.3,6.0,4.5,Low
46,Other,High,Balanced,7.2,26,5.1,2.9,6.7,High
43,Female,Moderate,Vegan,5.3,27,3.0,5.1,6.5,Moderate
35,Male,Moderate,Junk Food,8.1,43,4.3,7.2,5.3,High
49,Other,High,Balanced,5.3,36,5.5,8.5,9.5,Low
39,Other,High,Vegan,9.1,31,6.4,9.6,1.2,Low
55,Male,High,Balanced,3.5,50,5.8,6.4,7.4,Moderate
34,Other,High,Vegetarian,5.7,31,6.3,5.7,4.7,Low
40,Female,Low,Keto,7.4,21,4.6,1.2,7.4,Moderate
41,Other,Low,Junk Food,8.3,31,6.4,1.6,7.1,Moderate
25,Other,Moderate,Vegan,5.5,46,2.9,2.4,1.1,Moderate
58,Male,Low,Junk Food,5.2,26,3.0,1.5,3.6,Moderate
23,Other,Moderate,Junk Food,6.7,32,3.0,4.6,2.7,Low
22,Other,Low,Junk Food,9.4,55,7.3,4.0,2.5,Low
61,Female,High,Vegan,4.2,20,2.5,6.7,7.6,Low
46,Male,High,Vegan,6.0,54,6.8,5.8,3.2,Low
45,Male,Low,Junk Food,6.9,49,3.4,6.4,5.3,Moderate
28,Female,Low,Keto,5.3,50,4.8,5.2,3.2,Moderate
18,Other,Moderate,Balanced,5.3,36,7.5,3.5,6.2,Low
60,Male,Moderate,Junk Food,6.1,27,5.5,9.6,7.5,High
36,Male,Moderate,Vegetarian,6.9,22,3.3,1.8,4.0,High
26,Other,High,Junk Food,6.2,29,3.7,9.5,6.4,High
44,Other,High,Vegan,8.7,53,7.5,3.8,8.4,Low
51,Male,High,Balanced,7.4,41,4.6,5.6,1.8,Moderate
61,Other,High,Vegetarian,7.1,23,5.5,2.0,7.4,Moderate
21,Male,Moderate,Balanced,8.0,51,4.8,1.6,3.9,High
53,Other,High,Balanced,7.1,48,4.3,4.9,2.1,High
35,Other,High,Vegetarian,5.8,30,3.3,7.7,5.9,Moderate
32,Female,High,Junk Food,6.1,32,6.1,3.4,3.0,High
30,Other,High,Junk Food,4.8,23,6.3,6.1,8.4,High
36,Female,Low,Junk Food,9.5,21,3.6,3.5,1.4,Moderate
23,Other,Moderate,Keto,7.9,53,6.7,4.5,1.9,High
29,Male,Moderate,Junk Food,2.7,41,7.1,9.2,5.7,High
54,Male,High,Vegetarian,8.5,24,7.5,8.7,6.3,Low
34,Other,Low,Keto,4.3,28,3.0,5.6,7.6,High
40,Other,Moderate,Junk Food,7.3,39,3.8,3.1,3.3,Low
43,Male,Moderate,Keto,3.2,40,7.2,2.7,8.6,Moderate
46,Other,High,Vegetarian,5.9,36,3.2,9.6,9.6,Low
50,Female,High,Junk Food,8.5,31,2.0,2.8,5.5,Moderate
44,Female,Moderate,Vegan,8.6,47,7.2,8.3,7.8,Low
42,Female,Moderate,Vegetarian,7.0,37,4.0,4.3,5.7,Low
27,Female,Low,Balanced,7.7,22,4.5,9.9,1.6,Low
64,Female,Moderate,Balanced,4.4,24,4.7,4.3,3.9,High
40,Other,Moderate,Vegetarian,7.3,33,7.1,4.2,1.8,High
38,Other,High,Balanced,7.8,45,4.0,6.7,9.9,High
38,Female,Moderate,Vegetarian,10.4,38,7.4,9.7,3.1,High
60,Other,High,Vegan,5.6,36,5.7,9.8,6.7,High
30,Other,Moderate,Vegetarian,6.5,58,5.2,7.4,3.6,Low
54,Female,Moderate,Junk Food,6.6,23,4.0,7.8,6.9,High
50,Other,Moderate,Junk Food,7.5,54,3.5,6.1,2.9,Moderate
41,Other,Low,Keto,7.8,43,5.7,7.8,8.1,Low
61,Other,High,Balanced,8.1,32,4.7,8.7,2.0,Low
28,Female,Low,Balanced,8.0,52,7.5,5.4,9.1,Moderate
34,Other,Moderate,Vegetarian,4.3,34,4.9,6.6,8.6,High
21,Male,Low,Balanced,2.6,34,5.1,5.8,7.1,Moderate
64,Male,High,Junk Food,5.7,50,4.5,6.1,1.6,Low
42,Female,Moderate,Vegan,6.4,47,6.7,9.0,2.9,Low
47,Male,Low,Vegetarian,5.6,29,4.5,4.2,8.7,Low
26,Female,Low,Balanced,5.8,26,3.6,2.9,2.1,Moderate
38,Male,High,Junk Food,6.0,52,7.2,5.1,2.4,High
37,Male,Low,Keto,7.4,26,5.6,2.9,5.9,Low
36,Male,High,Balanced,4.9,24,5.5,5.5,3.5,High
36,Female,Moderate,Vegan,6.4,45,5.7,9.1,3.0,Low
29,Female,Moderate,Vegan,6.4,35,6.3,6.6,6.2,High
54,Other,Low,Balanced,7.3,27,3.9,8.7,4.4,Moderate
59,Female,Moderate,Balanced,8.2,41,2.2,2.5,2.3,Low
34,Male,Moderate,Junk Food,9.0,53,6.9,9.1,5.8,Low
54,Male,Low,Balanced,5.4,59,2.8,6.4,4.5,Low
56,Female,Moderate,Keto,3.5,47,6.3,1.3,7.6,Moderate
45,Female,Low,Junk Food,6.1,55,2.5,6.7,1.9,Moderate
58,Female,High,Vegetarian,4.1,26,4.3,9.6,6.6,High
52,Other,High,Keto,10.6,59,2.4,1.7,4.9,Moderate
64,Male,High,Junk Food,5.2,47,5.1,6.2,4.7,Low
35,Other,Low,Junk Food,7.3,21,5.9,9.2,3.1,High
31,Other,Low,Vegan,7.9,28,3.0,1.1,1.3,Moderate
52,Male,Moderate,Junk Food,7.0,25,4.2,6.7,8.6,High
61,Male,Moderate,Keto,9.6,20,7.6,5.3,3.9,High
58,Female,Moderate,Balanced,6.2,22,4.7,4.1,7.1,High
24,Female,Moderate,Keto,5.2,29,6.8,6.6,9.5,Low
58,Other,Moderate,Vegetarian,5.2,56,7.6,1.5,6.1,Low
30,Female,Low,Junk Food,7.6,42,7.8,7.8,4.6,Moderate
35,Female,Low,Junk Food,6.2,52,7.4,1.0,3.4,Low
54,Male,High,Junk Food,5.2,28,3.9,3.8,9.4,High
30,Male,High,Junk Food,7.2,32,7.8,5.5,7.1,High
53,Female,High,Vegan,7.6,47,6.9,4.4,7.0,Low
48,Male,High,Vegan,6.9,26,7.0,3.8,4.8,High
19,Female,Low,Balanced,7.8,45,2.1,8.5,8.6,Low
33,Male,Low,Junk Food,6.6,35,7.7,9.4,7.4,High
26,Male,Low,Vegetarian,5.6,59,6.7,8.9,3.5,Moderate
26,Male,Moderate,Balanced,7.7,45,6.6,5.7,6.4,Moderate
55,Male,Moderate,Junk Food,5.2,58,2.5,9.0,4.9,Low
28,Female,High,Vegan,4.8,51,3.4,9.3,1.1,Low
39,Other,Moderate,Vegetarian,8.2,55,7.8,4.7,8.3,Low
50,Male,Low,Balanced,6.0,20,5.0,3.6,2.1,Low
53,Female,High,Vegetarian,9.0,40,4.4,1.9,5.6,Low
62,Female,High,Junk Food,7.8,32,7.0,5.3,4.0,High
40,Male,Moderate,Keto,5.9,45,2.5,9.5,4.1,Moderate
62,Other,High,Vegetarian,7.2,28,4.5,6.0,5.3,High
62,Male,Moderate,Vegetarian,10.3,56,4.3,7.0,10.0,Moderate
51,Female,Moderate,Vegan,7.6,42,4.1,2.0,4.7,High
26,Other,High,Junk Food,7.4,20,3.8,2.3,2.6,High
41,Female,Moderate,Vegetarian,5.6,21,3.3,5.2,6.5,High
25,Male,Moderate,Junk Food,9.3,47,3.0,9.6,3.1,Low
24,Other,Moderate,Vegan,8.5,55,5.8,4.2,1.9,Moderate
53,Female,Moderate,Junk Food,5.6,50,7.5,8.9,1.5,Low
35,Female,High,Vegan,9.3,24,5.1,2.1,1.2,Low
20,Female,Low,Vegan,6.7,56,3.8,6.6,4.9,High
45,Male,Low,Balanced,5.2,44,3.0,6.4,4.8,Moderate
23,Other,Moderate,Junk Food,5.6,27,7.0,8.7,2.7,Moderate
61,Male,Moderate,Keto,7.8,53,7.8,1.0,8.1,Moderate
61,Male,Moderate,Balanced,5.2,58,4.1,2.7,2.2,Moderate
38,Male,Low,Vegan,4.8,51,3.7,3.0,9.2,Low
45,Other,Moderate,Keto,5.8,30,5.6,9.5,6.3,Low
57,Male,High,Vegetarian,6.1,44,6.7,2.4,1.2,Moderate
18,Male,High,Vegetarian,5.5,22,4.7,1.3,9.7,Low
53,Male,High,Balanced,5.8,51,5.8,5.8,3.8,Moderate
38,Male,Low,Keto,7.9,54,6.3,5.8,5.0,Low
60,Female,Moderate,Junk Food,6.9,51,7.8,8.6,3.6,High
52,Male,Moderate,Keto,5.7,53,3.0,9.5,7.6,High
30,Female,Moderate,Balanced,5.9,56,8.0,5.8,5.4,Moderate
27,Male,Low,Junk Food,6.3,24,4.4,9.4,2.2,Moderate
61,Other,Low,Junk Food,6.4,47,6.3,7.5,1.9,Low
64,Female,Low,Vegetarian,6.4,47,5.4,3.4,7.5,Moderate
27,Female,Low,Keto,7.8,27,4.9,9.4,3.1,Moderate
63,Female,High,Junk Food,6.8,46,6.2,7.0,2.2,Low
30,Female,Low,Balanced,6.8,35,4.4,4.7,5.5,Moderate
54,Other,Low,Vegetarian,8.6,37,2.8,7.1,8.2,Moderate
55,Male,Low,Junk Food,9.3,44,4.9,4.6,3.5,High
41,Female,Moderate,Keto,4.7,20,5.1,2.0,3.5,High
19,Other,Moderate,Vegetarian,4.1,27,3.2,7.5,8.5,High
39,Female,Moderate,Keto,6.0,40,7.6,8.4,2.3,Moderate
34,Male,High,Keto,7.7,53,3.4,7.6,6.6,Low
53,Female,High,Keto,7.1,43,4.5,3.1,9.6,High
31,Other,Low,Vegetarian,8.1,56,2.9,9.6,8.6,Moderate
27,Male,Moderate,Junk Food,5.9,45,5.2,1.2,1.6,High
52,Other,High,Vegan,3.6,33,3.8,4.0,3.9,Low
42,Male,Moderate,Junk Food,4.4,48,4.9,3.3,2.3,Low
20,Male,High,Vegetarian,7.3,49,3.3,1.4,9.5,Low
64,Male,High,Vegan,8.1,22,2.3,4.7,9.9,Low
55,Female,Low,Vegan,3.6,26,6.7,6.6,3.1,Low
34,Other,Low,Vegan,8.6,55,5.8,8.9,7.0,Low
29,Other,High,Balanced,7.2,30,4.0,9.9,8.6,Moderate
41,Other,Low,Vegetarian,6.4,51,2.3,8.3,3.1,High
46,Male,High,Balanced,5.6,31,7.2,5.2,2.7,Low
60,Female,High,Vegan,8.9,34,3.0,7.5,1.1,High
42,Male,Moderate,Balanced,7.8,57,7.6,8.6,4.7,High
53,Other,Low,Balanced,7.2,43,4.9,5.2,9.1,Moderate
43,Female,Low,Vegetarian,5.4,20,4.0,8.1,9.1,Low
55,Female,Low,Keto,8.9,37,6.5,5.3,2.1,Low
18,Female,Moderate,Balanced,6.5,26,7.3,4.5,2.8,Moderate
37,Other,Moderate,Balanced,6.9,21,4.2,5.7,4.7,Moderate
45,Female,Moderate,Vegan,6.6,59,4.4,7.1,8.0,Moderate
33,Female,Low,Vegan,5.4,50,4.6,7.5,6.5,Moderate
64,Male,Low,Vegan,7.0,52,7.5,4.2,5.6,Moderate
34,Male,Low,Junk Food,7.5,49,6.2,6.1,6.3,High
57,Female,Moderate,Balanced,5.8,50,3.5,9.2,1.9,Moderate
45,Female,Moderate,Vegan,6.9,53,3.1,9.8,5.3,Low
29,Male,High,Vegetarian,6.6,26,3.4,3.0,9.9,Low
44,Male,Moderate,Junk Food,7.9,44,3.6,2.7,1.8,Moderate
59,Male,High,Keto,6.1,35,3.4,7.1,5.7,Moderate
64,Other,Low,Balanced,6.8,41,6.0,4.7,3.7,Moderate
47,Other,Moderate,Balanced,7.2,55,2.7,1.2,5.9,Moderate
58,Male,Low,Vegetarian,6.0,46,4.3,4.1,6.2,Moderate
51,Female,Low,Keto,5.3,36,5.8,8.3,6.2,Low
54,Male,Low,Keto,5.5,23,3.7,8.2,8.7,High
23,Other,Low,Junk Food,7.1,54,2.4,5.5,4.5,Moderate
24,Female,Moderate,Balanced,6.1,41,2.5,5.3,5.6,Moderate
49,Other,Low,Vegan,6.1,54,2.8,6.2,1.1,Moderate
49,Female,High,Vegetarian,7.4,34,7.0,3.0,8.1,Low
42,Other,Moderate,Vegetarian,8.0,59,5.9,5.7,3.3,Low
50,Female,Low,Vegetarian,8.3,40,2.4,1.1,8.3,High
24,Female,Moderate,Vegetarian,5.6,32,4.3,5.3,3.4,High
29,Female,High,Vegan,7.9,30,3.7,4.0,1.1,High
33,Female,Low,Vegan,9.6,46,5.5,7.1,2.4,High
33,Other,High,Junk Food,6.7,50,5.1,6.7,9.9,Low
60,Other,Low,Balanced,6.4,51,4.9,4.4,3.9,High
53,Female,High,Vegan,6.1,49,3.9,1.1,2.0,Moderate
30,Female,Low,Junk Food,4.9,37,2.8,3.3,2.1,Low
24,Other,Moderate,Keto,7.8,35,6.5,6.7,3.8,Low
53,Female,Low,Balanced,6.4,54,7.3,1.7,1.3,Low
64,Female,Moderate,Vegan,6.3,28,7.7,2.0,5.6,Moderate
26,Female,Low,Keto,7.5,58,2.4,6.8,2.9,Low
49,Male,Low,Junk Food,7.7,56,6.4,7.8,5.7,Moderate
28,Female,High,Vegan,5.6,29,6.4,3.9,2.3,High
25,Male,High,Vegan,5.6,31,7.7,5.4,4.9,Low
50,Female,High,Keto,5.6,27,3.5,9.5,6.4,Moderate
40,Other,Low,Vegan,9.7,22,6.5,9.5,1.6,Low
42,Male,Low,Vegetarian,8.7,38,2.3,3.8,4.6,High
25,Male,Low,Vegan,7.6,30,5.8,8.3,3.7,Low
62,Female,Moderate,Balanced,5.9,27,4.1,6.3,3.2,High
39,Female,Moderate,Keto,6.1,45,6.6,9.8,6.4,Low
21,Male,Low,Balanced,7.0,42,7.2,5.3,6.3,Moderate
57,Other,High,Junk Food,9.8,29,4.2,8.0,6.7,High
20,Other,High,Balanced,6.9,37,5.2,7.9,2.4,Low
46,Female,High,Vegetarian,7.3,31,2.7,5.5,3.6,High
58,Other,Low,Vegetarian,2.7,58,4.5,8.2,2.9,High
46,Other,High,Balanced,6.9,45,4.2,3.3,5.9,Moderate
51,Female,Low,Junk Food,4.4,30,3.1,2.1,5.1,Moderate
51,Other,Moderate,Vegan,5.8,29,7.4,4.8,4.0,Moderate
45,Female,High,Vegetarian,6.6,22,2.9,9.5,8.1,Moderate
30,Male,Moderate,Balanced,6.0,26,5.8,5.5,1.8,High
32,Female,High,Balanced,5.5,23,7.3,6.7,9.8,High
40,Male,Low,Balanced,5.6,59,7.5,6.6,2.0,Low
61,Male,Low,Vegan,6.2,27,6.8,2.2,8.0,Low
43,Other,Low,Keto,6.1,57,3.1,4.5,4.3,Low
21,Other,Low,Junk Food,6.5,32,6.9,7.4,8.8,Moderate
43,Other,High,Keto,6.4,31,3.7,9.7,1.7,High
57,Female,Moderate,Junk Food,8.4,54,7.5,2.5,4.4,High
26,Other,Low,Junk Food,3.4,57,6.3,4.7,4.0,Low
22,Male,High,Balanced,6.9,55,6.7,1.9,9.9,Low
49,Other,Moderate,Vegetarian,6.6,21,2.5,3.2,9.9,High
37,Other,Low,Balanced,6.3,34,5.5,4.4,2.7,Moderate
28,Female,Moderate,Vegan,5.4,53,6.9,5.9,6.7,Low
32,Female,Low,Junk Food,6.3,58,7.2,3.1,5.8,Low
49,Male,Moderate,Vegetarian,4.0,45,2.2,3.0,2.4,High
45,Female,Moderate,Junk Food,6.8,24,7.6,8.0,2.5,High
39,Other,Low,Junk Food,7.1,44,2.3,9.7,9.9,Low
58,Female,High,Balanced,5.4,53,5.7,3.9,5.1,Low
34,Male,Moderate,Vegetarian,9.4,23,6.2,7.2,2.1,Moderate
43,Other,Low,Vegetarian,6.3,53,2.6,3.3,2.9,Moderate
61,Male,Moderate,Junk Food,6.6,46,2.3,9.4,3.4,Moderate
24,Female,Moderate,Vegetarian,8.5,48,6.7,7.1,5.6,Moderate
59,Female,High,Vegetarian,9.7,24,4.3,8.2,4.0,Low
43,Male,Moderate,Balanced,4.8,37,2.6,1.4,5.1,Low
42,Other,Moderate,Keto,5.6,23,6.6,6.4,2.5,Low
27,Female,Low,Vegan,6.3,20,7.1,5.7,3.9,Moderate
62,Female,Low,Keto,5.4,39,5.5,3.6,1.6,Low
36,Other,High,Vegetarian,7.8,25,3.0,3.4,9.0,High
28,Female,Moderate,Junk Food,5.2,39,2.1,6.2,2.8,Moderate
30,Male,Moderate,Vegan,8.4,39,6.2,7.4,7.8,High
25,Female,Moderate,Vegan,7.4,46,5.3,1.3,4.1,Moderate
57,Female,High,Junk Food,8.2,45,5.9,6.1,5.3,Low
21,Other,Moderate,Vegan,5.2,51,6.9,2.5,3.6,Moderate
64,Male,Low,Junk Food,5.9,29,4.6,2.3,7.3,High
48,Other,High,Vegan,7.8,37,2.7,6.6,8.6,Moderate
45,Female,Low,Keto,7.6,31,7.6,3.8,3.6,High
28,Female,Low,Vegan,6.1,29,5.3,5.0,3.2,Low
60,Other,High,Balanced,6.3,43,5.7,4.2,7.1,High
18,Other,Low,Junk Food,5.8,43,7.6,6.8,2.8,Low
64,Other,Moderate,Vegan,6.2,57,7.6,5.2,6.8,High
55,Male,High,Junk Food,5.1,44,5.4,9.7,1.8,Low
41,Female,Low,Balanced,4.8,27,3.8,4.2,6.6,High
64,Other,Moderate,Vegan,8.0,33,8.0,7.7,5.6,Low
48,Female,Moderate,Vegan,6.2,50,6.1,3.3,2.0,Low
58,Male,Low,Balanced,8.2,43,4.5,5.6,6.8,Low
63,Male,Moderate,Balanced,7.4,35,5.4,6.0,5.0,High
43,Male,High,Balanced,7.0,39,4.5,4.0,3.0,High
22,Male,Low,Junk Food,5.4,57,7.3,5.2,4.2,Low
37,Female,Moderate,Balanced,4.7,34,4.9,3.5,5.4,Moderate
58,Male,Moderate,Junk Food,5.8,33,6.9,1.1,1.8,Low
28,Male,Low,Keto,8.8,31,7.0,2.9,9.6,Moderate
50,Other,Low,Vegan,7.8,53,6.9,7.3,7.0,Low
55,Male,Low,Vegan,5.7,27,6.3,7.9,1.9,High
44,Other,Low,Vegetarian,5.8,38,7.1,3.5,8.4,Moderate
51,Male,High,Keto,5.1,24,4.3,4.7,3.9,High
32,Male,Low,Balanced,4.2,46,2.7,1.3,6.4,Moderate
49,Other,High,Balanced,6.7,32,7.1,3.1,3.5,Moderate
38,Male,High,Keto,9.1,51,5.0,8.0,7.6,Moderate
63,Female,Low,Balanced,9.1,50,2.8,6.5,7.5,Moderate
22,Female,High,Vegetarian,7.4,56,2.7,2.9,6.0,High
23,Male,Low,Junk Food,5.6,21,3.0,3.3,3.2,Moderate
55,Female,Low,Vegan,4.3,26,6.5,8.4,3.3,Low
39,Other,Moderate,Keto,8.1,30,6.3,2.9,4.4,Low
35,Male,Low,Vegan,7.2,30,3.2,4.0,2.3,Moderate
31,Male,Moderate,Junk Food,6.0,42,7.1,7.0,4.0,High
27,Other,High,Keto,5.8,50,3.7,6.1,7.2,High
63,Other,Moderate,Junk Food,7.4,27,6.8,5.1,8.5,Moderate
30,Other,High,Balanced,5.3,51,4.9,9.1,4.0,High
48,Male,Low,Balanced,6.9,40,6.4,3.0,3.1,High
47,Other,High,Balanced,4.7,50,4.3,7.7,8.5,High
20,Other,High,Junk Food,9.8,20,4.1,2.4,9.0,Moderate
47,Female,Low,Junk Food,5.5,32,7.0,6.5,4.7,Low
23,Female,High,Junk Food,7.5,30,2.2,8.8,1.2,Low
46,Male,Low,Vegan,4.7,48,7.8,5.1,7.3,Low
25,Female,Moderate,Junk Food,6.3,23,5.9,7.5,8.1,Low
61,Female,Low,Balanced,7.8,55,4.6,8.4,1.2,Low
62,Other,Low,Vegetarian,8.2,34,5.8,2.2,6.4,High
60,Other,High,Junk Food,7.6,22,2.7,7.4,6.3,High
61,Female,Moderate,Vegetarian,6.3,48,5.1,9.3,4.4,High
50,Female,Low,Balanced,5.5,40,7.9,6.2,7.7,Moderate
34,Female,Moderate,Junk Food,4.9,21,3.4,2.7,4.9,High
28,Male,Moderate,Vegan,8.8,25,6.3,2.1,7.1,Low
30,Male,High,Vegan,6.7,50,4.6,3.3,5.7,High
